longitude,latitude,housing_median_age,total_rooms,total_bedrooms,population,households,median_income,income_cat,rooms_per_household,bedrooms_per_room,population_per_household,ocean_proximity_LESS_THAN_1H_OCEAN,ocean_proximity_INLAND,ocean_proximity_ISLAND,ocean_proximity_NEAR_BAY,ocean_proximity_NEAR_OCEAN,median_house_value
-121.83,37.28,17,3057,606,2030,602,5.2166,4,5.331976744,0.210127576,3.608139535,FALSE,TRUE,FALSE,FALSE,FALSE,230900
-122.48,37.74,52,2166,423,1072,370,4.131,3,6.146756757,0.20700831,3.100108108,FALSE,FALSE,FALSE,FALSE,TRUE,314300
-118.4,34.18,32,3724,899,1912,791,3.5711,3,4.943362832,0.255891515,2.586396966,FALSE,TRUE,FALSE,FALSE,FALSE,312700
-121.15,38.69,52,240,44,6675,29,6.1359,5,8.689655172,0.194333333,246.2844828,TRUE,FALSE,FALSE,FALSE,FALSE,225000
-118.17,33.91,42,856,167,748,195,3.8,3,4.609230769,0.206799065,4.104410256,FALSE,TRUE,FALSE,FALSE,FALSE,145800
-117.9,33.71,16,1917,317,1324,351,6.2488,5,5.734615385,0.175284298,4.036125356,FALSE,TRUE,FALSE,FALSE,FALSE,252000
-121.88,37.44,26,1471,348,1089,320,5.3057,4,4.82671875,0.250768185,3.64134375,FALSE,TRUE,FALSE,FALSE,FALSE,226400
-117.2,32.86,4,4308,1095,1923,932,3.9356,3,4.853433476,0.269428969,2.207736052,FALSE,FALSE,FALSE,FALSE,TRUE,267000
-118.1,33.91,35,1592,335,1238,320,4.9732,4,5.22375,0.223052764,4.1395625,FALSE,TRUE,FALSE,FALSE,FALSE,165000
-121.94,37.76,4,6875,1439,2889,1307,4.6932,4,5.523144606,0.221867636,2.365133894,FALSE,TRUE,FALSE,FALSE,FALSE,356100
-118.73,34.27,23,4550,762,2301,744,4.556,4,6.421370968,0.177520879,3.309233871,FALSE,TRUE,FALSE,FALSE,FALSE,205300
-118.21,34.64,16,2573,427,1273,426,5.9508,4,6.341901408,0.175911387,3.197441315,TRUE,FALSE,FALSE,FALSE,FALSE,181100
-121.46,37.73,20,2039,373,862,330,5.1629,4,6.487727273,0.193908779,2.794969697,TRUE,FALSE,FALSE,FALSE,FALSE,222900
-117.7,33.51,2,5261,763,1460,599,6.8279,5,9.2221202,0.15373123,2.608013356,FALSE,TRUE,FALSE,FALSE,FALSE,279000
-118.26,33.77,36,886,253,809,219,2.4545,2,4.247945205,0.30268623,3.952648402,FALSE,FALSE,FALSE,FALSE,TRUE,164200
-121.86,37.25,16,6958,1300,2965,1217,4.2885,3,6.003204601,0.198045415,2.606861134,FALSE,TRUE,FALSE,FALSE,FALSE,262400
-118.1,34.71,16,3914,819,1524,795,2.415,2,5.169433962,0.221803781,2.051169811,TRUE,FALSE,FALSE,FALSE,FALSE,137500
-118.22,33.83,42,1370,299,1018,328,4.4474,3,4.385670732,0.231343066,3.320914634,FALSE,TRUE,FALSE,FALSE,FALSE,160200
-115.48,32.68,15,3414,666,2097,622,2.3319,2,5.76318328,0.206783831,3.607379421,TRUE,FALSE,FALSE,FALSE,FALSE,91200
-119.65,36.34,46,1730,337,752,323,1.8529,2,5.623839009,0.206485549,2.491145511,TRUE,FALSE,FALSE,FALSE,FALSE,67200
-118.24,33.96,37,1602,388,1553,342,2.0655,2,4.918421053,0.256729089,4.85880117,FALSE,TRUE,FALSE,FALSE,FALSE,93400
-115.4,32.86,19,1087,171,649,173,3.3182,3,6.597398844,0.16675253,4.014046243,TRUE,FALSE,FALSE,FALSE,FALSE,113800
-121.81,37.25,12,2070,587,1216,532,4.1926,3,4.085526316,0.300589372,2.445714286,FALSE,TRUE,FALSE,FALSE,FALSE,244500
-118.11,34.01,43,1539,386,1122,377,2.4605,2,4.286339523,0.265860949,3.184456233,FALSE,TRUE,FALSE,FALSE,FALSE,196000
-118,33.84,30,1549,325,885,299,4.0039,3,5.439632107,0.222401549,3.167056856,FALSE,TRUE,FALSE,FALSE,FALSE,195100
-122.02,37.35,18,1221,255,507,271,5.3679,4,4.730811808,0.221375921,2.001808118,FALSE,TRUE,FALSE,FALSE,FALSE,228400
-123.36,39.41,46,1748,362,808,330,2.9183,2,5.561818182,0.219519451,2.619878788,FALSE,TRUE,FALSE,FALSE,FALSE,76900
-118.15,33.95,31,1053,230,686,211,4,3,5.240047393,0.231528965,3.478767773,FALSE,TRUE,FALSE,FALSE,FALSE,263200
-118.37,34.04,52,1197,231,671,219,3.825,3,5.739041096,0.204561404,3.278401826,FALSE,TRUE,FALSE,FALSE,FALSE,278500
-117.06,33.15,24,2155,379,1158,360,4.7941,4,6.285416667,0.186422274,3.441833333,FALSE,TRUE,FALSE,FALSE,FALSE,147500
-121.26,38.11,4,2058,366,933,316,4.2448,3,6.838291139,0.18851312,3.159208861,TRUE,FALSE,FALSE,FALSE,FALSE,150900
-116.89,33.86,2,6900,1238,1950,980,3.0417,3,7.392857143,0.190185507,2.129081633,TRUE,FALSE,FALSE,FALSE,FALSE,146300
-117.95,33.76,29,1829,366,1703,343,4.1295,3,5.598979592,0.21211591,5.312565598,FALSE,TRUE,FALSE,FALSE,FALSE,188000
-117.81,34.12,23,7063,1176,3100,1112,4.8229,4,6.66919964,0.176491576,2.982913669,TRUE,FALSE,FALSE,FALSE,FALSE,192600
-117.3,34.09,40,1051,244,745,243,2.1842,2,4.541358025,0.246089439,3.280452675,TRUE,FALSE,FALSE,FALSE,FALSE,75200
-122,36.97,39,2702,646,1136,491,2.8941,2,5.778207739,0.253427091,2.475600815,FALSE,FALSE,FALSE,FALSE,TRUE,256700
-122.29,37.81,50,760,190,377,122,0.9011,1,6.540983607,0.265,3.30647541,FALSE,FALSE,FALSE,TRUE,FALSE,86100
-117.75,33.83,14,2452,296,954,275,8.2375,5,9.362181818,0.127960848,3.711927273,FALSE,TRUE,FALSE,FALSE,FALSE,388300
-120.39,37.98,52,1056,274,584,255,2.1513,2,4.348235294,0.275037879,2.450509804,TRUE,FALSE,FALSE,FALSE,FALSE,86700
-118.41,34.15,24,3891,866,1568,830,4.1656,3,4.922349398,0.235918787,2.02139759,FALSE,TRUE,FALSE,FALSE,FALSE,364700
-118.04,34.1,39,2302,412,1590,406,4.8017,4,5.953448276,0.189713293,4.190394089,TRUE,FALSE,FALSE,FALSE,FALSE,273800
-119.84,36.85,8,3791,487,1424,475,10.5144,5,8.380105263,0.136169876,3.207747368,TRUE,FALSE,FALSE,FALSE,FALSE,345900
-119.32,36.33,20,1896,266,674,277,9.0376,5,7.18700361,0.14871308,2.603537906,TRUE,FALSE,FALSE,FALSE,FALSE,239100
-117.17,32.75,28,1514,384,540,352,2.1532,2,4.516193182,0.268850727,1.641477273,FALSE,FALSE,FALSE,FALSE,TRUE,240000
-122.5,38.82,12,2394,443,877,341,2.5625,2,7.371554252,0.196148705,2.751876833,TRUE,FALSE,FALSE,FALSE,FALSE,109200
-122.37,40.45,18,1748,337,921,327,3.3315,3,5.612844037,0.204359268,3.013669725,TRUE,FALSE,FALSE,FALSE,FALSE,85400
-117.22,33.9,8,8302,1461,5155,1370,4.0467,3,6.362846715,0.186540593,4.026167883,TRUE,FALSE,FALSE,FALSE,FALSE,121500
-119.69,36.8,31,2576,458,1306,418,3.2813,3,6.470813397,0.188462733,3.343110048,TRUE,FALSE,FALSE,FALSE,FALSE,68700
-121.34,38.44,14,3205,465,1439,456,5.7452,4,7.379934211,0.153790952,3.376600877,TRUE,FALSE,FALSE,FALSE,FALSE,240900
-119.3,36.31,16,2234,357,1150,361,4.2778,3,6.497783934,0.169391226,3.408587258,TRUE,FALSE,FALSE,FALSE,FALSE,97300
-117.08,33.23,14,3337,571,1385,512,4.15,3,6.843457031,0.181378484,2.894433594,FALSE,TRUE,FALSE,FALSE,FALSE,272200
-117.01,32.8,17,1558,479,803,431,2.6934,2,3.795591647,0.325892169,1.993526682,FALSE,TRUE,FALSE,FALSE,FALSE,160200
-120.89,37.45,29,1940,337,1070,332,3.6597,3,6.135542169,0.184134021,3.448493976,TRUE,FALSE,FALSE,FALSE,FALSE,145600
-121.01,37.68,33,3230,587,1579,560,3.5775,3,6.05625,0.192637771,3.017017857,TRUE,FALSE,FALSE,FALSE,FALSE,109700
-116.74,33.62,11,2385,661,682,242,2.9141,2,10.3481405,0.293777778,3.015454545,TRUE,FALSE,FALSE,FALSE,FALSE,214300
-118.26,33.96,39,1255,323,902,327,1.5812,2,4.029816514,0.272812749,2.951498471,FALSE,TRUE,FALSE,FALSE,FALSE,94000
-119.98,37.43,12,2776,592,1236,489,2.5551,2,5.960736196,0.226051873,2.704539877,TRUE,FALSE,FALSE,FALSE,FALSE,105000
-119.19,34.28,28,3231,524,1665,540,4.8583,4,6.2825,0.171909626,3.299166667,FALSE,FALSE,FALSE,FALSE,TRUE,224200
-121.64,36.74,30,2628,444,1372,432,4.1696,3,6.3875,0.179086758,3.398240741,FALSE,TRUE,FALSE,FALSE,FALSE,175000
-122.71,38.46,23,3220,603,1299,591,3.9261,3,5.720812183,0.198503106,2.351827411,FALSE,TRUE,FALSE,FALSE,FALSE,213300
-120.66,35.1,19,1583,392,704,269,2.1042,2,6.178996283,0.262488945,2.800297398,FALSE,TRUE,FALSE,FALSE,FALSE,268300
-117.38,33.21,31,1502,367,1514,342,2.6442,2,4.611403509,0.259001332,4.736783626,FALSE,FALSE,FALSE,FALSE,TRUE,103300
-117.02,32.74,12,3301,963,2000,879,1.8594,2,3.943174061,0.309233566,2.434584755,FALSE,FALSE,FALSE,FALSE,TRUE,119200
-118.25,33.99,41,2215,544,2054,480,1.5272,2,4.8453125,0.260334086,4.578708333,FALSE,TRUE,FALSE,FALSE,FALSE,100300
-117.35,33.68,10,516,107,282,96,4.2788,3,5.64375,0.219806202,3.143125,FALSE,TRUE,FALSE,FALSE,FALSE,125000
-118.39,33.88,31,1448,244,607,259,8.1513,5,5.87027027,0.178618785,2.507683398,FALSE,TRUE,FALSE,FALSE,FALSE,500001
-118.09,33.92,33,879,181,547,169,5.3146,4,5.461242604,0.218270762,3.463254438,FALSE,TRUE,FALSE,FALSE,FALSE,168600
-120.48,34.9,20,3842,630,2490,662,3.0559,3,6.093806647,0.173815721,4.024622356,FALSE,TRUE,FALSE,FALSE,FALSE,120100
-121.36,38.01,16,2178,667,1192,579,2.3339,2,3.949740933,0.324618916,2.20283247,TRUE,FALSE,FALSE,FALSE,FALSE,87100
-116.9,32.79,21,3770,491,1410,446,6.7685,5,8.875560538,0.13805305,3.382735426,FALSE,TRUE,FALSE,FALSE,FALSE,294700
-118.15,33.94,36,1948,341,992,363,4.2594,3,5.634710744,0.185554415,2.924077135,FALSE,TRUE,FALSE,FALSE,FALSE,242400
-117.28,34.13,44,2469,568,1363,517,1.8396,2,5.014410058,0.243855812,2.820909091,TRUE,FALSE,FALSE,FALSE,FALSE,77100
-117.42,33.89,4,80,10,55,13,7.7197,5,6.461538462,0.1325,4.526923077,TRUE,FALSE,FALSE,FALSE,FALSE,193800
-122.66,38.48,16,2724,593,1124,586,2.825,2,4.880887372,0.230756241,2.052354949,FALSE,TRUE,FALSE,FALSE,FALSE,186200
-115.54,32.99,17,1697,268,911,254,4.3523,3,7.01515748,0.167401296,3.837677165,TRUE,FALSE,FALSE,FALSE,FALSE,96000
-118.4,33.78,24,4787,562,1653,548,12.9758,5,9.172171533,0.124445373,3.227572993,FALSE,FALSE,FALSE,FALSE,TRUE,500001
-122.49,37.86,35,2729,538,969,528,6.7669,5,5.426988636,0.208970319,1.963693182,FALSE,FALSE,FALSE,TRUE,FALSE,500001
-118.19,33.93,40,1334,276,1226,278,3.4712,3,5.038489209,0.219310345,4.718776978,FALSE,TRUE,FALSE,FALSE,FALSE,144300
-122.34,37.55,25,4470,518,1507,504,13.3913,5,9.3125,0.122836689,3.199384921,FALSE,FALSE,FALSE,FALSE,TRUE,500001
-121.5,38.54,52,1145,133,334,138,8.338,5,8.711956522,0.123126638,2.589710145,TRUE,FALSE,FALSE,FALSE,FALSE,405800
-118.25,34.07,47,2059,618,2033,544,1.9028,2,3.974172794,0.318154444,3.998731618,FALSE,TRUE,FALSE,FALSE,FALSE,217900
-117.92,33.88,32,1632,244,575,235,5.3986,4,7.291914894,0.158480392,2.618085106,FALSE,TRUE,FALSE,FALSE,FALSE,318700
-115.53,32.99,25,2578,634,2082,565,1.7159,2,4.790973451,0.2606827,3.942902655,TRUE,FALSE,FALSE,FALSE,FALSE,62200
-117.21,32.75,15,1716,702,914,672,1.0612,1,2.68125,0.433636364,1.455327381,FALSE,FALSE,FALSE,FALSE,TRUE,300000
-120.44,34.93,16,2098,558,1252,492,2.1509,2,4.477439024,0.281925643,2.722845528,FALSE,TRUE,FALSE,FALSE,FALSE,67500
-122.27,37.51,36,1406,224,598,237,5.8964,4,6.229113924,0.168876245,2.699831224,FALSE,FALSE,FALSE,FALSE,TRUE,414800
-118.43,33.86,34,358,87,162,84,7.1264,5,4.475,0.257597765,2.063571429,FALSE,FALSE,FALSE,FALSE,TRUE,500001
-121.58,37.01,15,2873,547,1582,567,5.1519,4,5.32037037,0.201816916,2.985432099,TRUE,FALSE,FALSE,FALSE,FALSE,264700
-121.29,38.14,34,1500,337,674,282,2.515,2,5.585106383,0.238146667,2.557375887,TRUE,FALSE,FALSE,FALSE,FALSE,110800
-122.07,37.91,28,1731,295,810,295,5.0391,4,6.161186441,0.180647025,2.937966102,FALSE,FALSE,FALSE,TRUE,FALSE,259800
-118.36,33.96,25,1849,518,1498,451,2.8378,2,4.304767184,0.296960519,3.554013304,FALSE,TRUE,FALSE,FALSE,FALSE,170000
-118.29,33.92,34,1799,362,1293,355,3.692,3,5.320985915,0.213296276,3.897211268,FALSE,TRUE,FALSE,FALSE,FALSE,145200
-118.32,33.98,47,1528,331,864,308,1.9732,2,5.209090909,0.229620419,3.001558442,FALSE,TRUE,FALSE,FALSE,FALSE,101000
-122.45,37.77,52,2296,509,1039,472,4.1417,3,5.107627119,0.234991289,2.355360169,FALSE,FALSE,FALSE,TRUE,FALSE,500000
-122.32,37.55,50,2501,433,1050,410,4.6406,4,6.405,0.183518593,2.740243902,FALSE,FALSE,FALSE,FALSE,TRUE,500001
-117.81,33.67,9,3279,530,1447,510,7.4581,5,6.750882353,0.171332723,3.035862745,FALSE,TRUE,FALSE,FALSE,FALSE,296600
-122.2,39.53,22,3265,658,1647,594,2.3566,2,5.771464646,0.213623277,2.966818182,TRUE,FALSE,FALSE,FALSE,FALSE,71000
-121.01,37.37,41,1045,233,632,230,2.3583,2,4.770652174,0.236344498,2.940173913,TRUE,FALSE,FALSE,FALSE,FALSE,95000
-118.47,34.25,21,2692,477,1330,456,4.5417,4,6.198684211,0.18782318,3.120833333,FALSE,TRUE,FALSE,FALSE,FALSE,238900
-118.42,33.9,43,1394,321,552,296,5.9596,4,4.944932432,0.244088953,1.995405405,FALSE,TRUE,FALSE,FALSE,FALSE,500001
-122.31,40.45,25,2596,557,1536,549,2.0221,2,4.965027322,0.227434515,2.993661202,TRUE,FALSE,FALSE,FALSE,FALSE,60400
-118.5,34.2,18,4249,933,2047,909,4.1304,3,4.908085809,0.232755943,2.409559956,FALSE,TRUE,FALSE,FALSE,FALSE,229100
-117.28,34.41,14,2105,396,960,396,2.9934,2,5.581439394,0.199410926,2.593939394,TRUE,FALSE,FALSE,FALSE,FALSE,118200
-117.61,34.02,15,1791,346,1219,328,3.8125,3,5.733384146,0.204779453,3.976615854,TRUE,FALSE,FALSE,FALSE,FALSE,170300
-122.26,38.03,41,1631,282,752,288,3.9345,3,5.946354167,0.183274065,2.793888889,FALSE,FALSE,FALSE,TRUE,FALSE,150200
-121.97,37.31,21,7628,2166,3637,1749,3.6401,3,4.57941681,0.300991085,2.225037164,FALSE,TRUE,FALSE,FALSE,FALSE,267500
-117.92,33.67,14,6224,1679,3148,1589,4.2071,3,4.11277533,0.285947943,2.119798615,FALSE,TRUE,FALSE,FALSE,FALSE,430900
-117.79,33.69,16,1532,240,679,248,5.7115,4,6.486290323,0.166057441,2.929556452,FALSE,TRUE,FALSE,FALSE,FALSE,313900
-117.11,33.23,13,5819,919,2228,866,4.9335,4,7.055369515,0.167406771,2.752840647,FALSE,TRUE,FALSE,FALSE,FALSE,298100
-122.64,38.01,36,1336,258,678,249,5.5789,4,5.63373494,0.204700599,2.913493976,FALSE,FALSE,FALSE,FALSE,TRUE,292000
-122.45,37.72,46,1406,235,771,239,4.7143,4,6.176987448,0.177169275,3.451757322,FALSE,FALSE,FALSE,TRUE,FALSE,219300
-119.67,36.65,20,2512,449,1464,450,3.9211,3,5.861333333,0.189466561,3.481066667,TRUE,FALSE,FALSE,FALSE,FALSE,92300
-119.23,34.27,29,3298,804,1509,711,3.8125,3,4.870464135,0.258411158,2.27092827,FALSE,FALSE,FALSE,FALSE,TRUE,244500
-121.09,37.33,40,524,112,329,96,1.7188,2,5.73125,0.226564885,3.666979167,TRUE,FALSE,FALSE,FALSE,FALSE,112500
-119.76,36.83,20,3214,446,1360,463,5.2595,4,7.288768898,0.147093964,3.142980562,TRUE,FALSE,FALSE,FALSE,FALSE,110900
-117.46,34.09,8,4711,963,3310,988,3.5488,3,5.006629555,0.21668011,3.584716599,TRUE,FALSE,FALSE,FALSE,FALSE,101600
-118.24,34.06,33,390,199,435,193,1.1979,1,2.121761658,0.540871795,2.411658031,FALSE,TRUE,FALSE,FALSE,FALSE,350000
-122.04,37.35,20,2016,313,767,310,6.837,5,6.828387097,0.164573413,2.647387097,FALSE,TRUE,FALSE,FALSE,FALSE,383000
-118.12,33.83,45,1579,278,687,285,5.0424,4,5.817368421,0.186624446,2.579263158,FALSE,TRUE,FALSE,FALSE,FALSE,225900
-117.68,34.12,16,2181,321,1133,350,5.7214,4,6.543,0.156011004,3.463742857,TRUE,FALSE,FALSE,FALSE,FALSE,259400
-122.25,37.47,38,645,124,265,103,5.4688,4,6.575242718,0.203782946,2.752912621,FALSE,FALSE,FALSE,FALSE,TRUE,305000
-117.7,33.54,4,4956,693,1802,625,7.9338,5,8.32608,0.148220339,3.085024,FALSE,TRUE,FALSE,FALSE,FALSE,354700
-120.37,37.98,29,2508,591,1112,550,1.6021,2,4.788,0.249784689,2.163345455,TRUE,FALSE,FALSE,FALSE,FALSE,91400
-117.63,33.5,12,3619,536,1506,492,7.2013,5,7.72347561,0.156993645,3.275243902,FALSE,TRUE,FALSE,FALSE,FALSE,353600
-118.43,34.04,42,2725,569,1115,516,4.5833,4,5.54505814,0.22133578,2.312112403,FALSE,TRUE,FALSE,FALSE,FALSE,427500
-120.67,35.3,32,4202,986,2309,956,2.2165,2,4.615167364,0.248729177,2.584341004,FALSE,FALSE,FALSE,FALSE,TRUE,231700
-122.48,38.32,31,1701,363,680,324,3.1375,3,5.5125,0.226208113,2.245679012,FALSE,TRUE,FALSE,FALSE,FALSE,192100
-118.41,34.04,52,2113,332,800,327,11.1768,5,6.784862385,0.166549929,2.617737003,FALSE,TRUE,FALSE,FALSE,FALSE,500001
-118.47,34.05,25,2689,719,1229,663,3.5909,3,4.258597285,0.283428784,1.983453997,FALSE,TRUE,FALSE,FALSE,FALSE,500001
-122.42,37.75,52,1855,611,1715,614,2.1289,2,3.17223127,0.349142857,2.988680782,FALSE,FALSE,FALSE,TRUE,FALSE,250000
-117.23,32.79,28,2453,648,1082,617,3.625,3,4.174473258,0.280016307,1.876401945,FALSE,FALSE,FALSE,FALSE,TRUE,266700
-120.02,38.92,24,1194,246,414,151,3.2396,3,8.302649007,0.21839196,2.933642384,TRUE,FALSE,FALSE,FALSE,FALSE,101900
-122.47,37.68,31,4077,777,2544,738,4.5337,4,5.800609756,0.202016188,3.688455285,FALSE,FALSE,FALSE,FALSE,TRUE,306700
-121.83,37.36,29,4045,885,3036,845,3.1982,3,5.026331361,0.231915946,3.844402367,FALSE,TRUE,FALSE,FALSE,FALSE,171700
-118.22,34.08,31,394,117,573,131,1.8173,2,3.158015267,0.314771574,4.680229008,FALSE,TRUE,FALSE,FALSE,FALSE,154200
-121.93,37.05,14,679,108,306,113,6.4214,5,6.309292035,0.168600884,2.897522124,FALSE,TRUE,FALSE,FALSE,FALSE,340600
-117.68,33.65,6,10395,1915,4783,1811,5.928,4,6.026918829,0.195276575,2.825958034,FALSE,TRUE,FALSE,FALSE,FALSE,239900
-121.56,38.58,32,2070,561,2046,523,1.9426,2,4.15583174,0.287275362,4.185889101,TRUE,FALSE,FALSE,FALSE,FALSE,82300
-118.42,34.16,28,4664,1040,1963,961,3.9028,3,5.095941727,0.236363636,2.185650364,FALSE,TRUE,FALSE,FALSE,FALSE,367900
-121.66,36.67,40,2878,592,1444,564,3.1439,3,5.357978723,0.218040306,2.739503546,FALSE,TRUE,FALSE,FALSE,FALSE,192300
-122.69,38.94,9,1245,234,517,187,3.125,3,6.990641711,0.199228916,2.958235294,TRUE,FALSE,FALSE,FALSE,FALSE,93400
-122.2,37.79,29,1640,376,939,340,2.8321,2,5.064705882,0.24302439,2.955088235,FALSE,FALSE,FALSE,TRUE,FALSE,150000
-118.99,34.23,9,10618,1617,4830,1606,6.6246,5,6.942029888,0.161425881,3.217995019,FALSE,TRUE,FALSE,FALSE,FALSE,284200
-118.42,34.08,46,1399,148,410,152,15.0001,5,9.664144737,0.112137241,2.886184211,FALSE,TRUE,FALSE,FALSE,FALSE,500001
-117.73,33.61,17,2612,582,832,564,2.6759,2,4.862765957,0.23618683,1.578439716,FALSE,TRUE,FALSE,FALSE,FALSE,120600
-117.66,34.1,37,1971,345,939,358,3.4634,3,5.780865922,0.185540335,2.80650838,TRUE,FALSE,FALSE,FALSE,FALSE,145300
-122.42,37.66,26,3253,932,2246,855,2.6631,2,3.994912281,0.303695051,2.810783626,FALSE,FALSE,FALSE,FALSE,TRUE,244000
-117.07,32.62,19,5016,1173,2750,1081,2.7838,2,4.872155412,0.247882775,2.722016651,FALSE,FALSE,FALSE,FALSE,TRUE,155900
-121.44,38.62,37,3009,733,1513,588,1.4387,1,5.373214286,0.258218677,2.753248299,TRUE,FALSE,FALSE,FALSE,FALSE,61000
-118.26,34.12,52,1942,476,1375,477,2.7348,2,4.274842767,0.259814624,3.084381551,FALSE,TRUE,FALSE,FALSE,FALSE,209100
-117.25,33.3,14,2513,351,1151,357,6.3054,5,7.391176471,0.148054119,3.44977591,FALSE,TRUE,FALSE,FALSE,FALSE,359000
-117.69,34.06,25,1881,433,1337,417,2.5536,2,4.736330935,0.244008506,3.430671463,TRUE,FALSE,FALSE,FALSE,FALSE,144000
-118.25,34.06,20,41,17,87,25,1.5491,2,1.722,0.439512195,3.7236,FALSE,TRUE,FALSE,FALSE,FALSE,225000
-118.13,34.7,34,1943,500,1078,446,1.1296,1,4.574327354,0.272774061,2.586233184,TRUE,FALSE,FALSE,FALSE,FALSE,93800
-121.74,37.19,11,1290,197,881,191,4.2039,3,7.091623037,0.161875969,4.935445026,FALSE,TRUE,FALSE,FALSE,FALSE,500001
-117.07,32.64,38,1486,269,745,295,4.6477,4,5.289152542,0.191884253,2.70220339,FALSE,FALSE,FALSE,FALSE,TRUE,150400
-122.11,37.87,33,3398,500,1351,457,6.5814,5,7.807221007,0.155974102,3.163172867,FALSE,FALSE,FALSE,TRUE,FALSE,314200
-122.12,37.4,32,3514,473,1583,480,10.3894,5,7.686875,0.142680706,3.528770833,FALSE,FALSE,FALSE,TRUE,FALSE,500001
-117.17,34.51,15,5151,942,2896,897,3.4875,3,6.029598662,0.193849738,3.454537347,TRUE,FALSE,FALSE,FALSE,FALSE,90800
-118.58,34.19,15,3061,1079,2173,1078,2.85,2,2.981493506,0.373649134,2.15687384,FALSE,TRUE,FALSE,FALSE,FALSE,187500
-118.33,34.18,49,1969,377,977,367,3.8462,3,5.633378747,0.202955815,2.848474114,FALSE,TRUE,FALSE,FALSE,FALSE,231300
-118.28,33.88,19,2758,675,2047,591,2.6618,2,4.9,0.259427121,3.70607445,FALSE,TRUE,FALSE,FALSE,FALSE,179700
-119.26,34.27,40,2528,572,1318,549,3.6413,3,4.834972678,0.239841772,2.568779599,FALSE,FALSE,FALSE,FALSE,TRUE,212700
-122.11,37.88,37,4005,614,1602,606,6.4666,5,6.939356436,0.162506866,2.828613861,FALSE,FALSE,FALSE,TRUE,FALSE,348200
-118.64,34.25,47,1315,290,581,268,5.4024,4,5.152052239,0.233764259,2.319664179,FALSE,TRUE,FALSE,FALSE,FALSE,253000
-117.94,33.78,11,2880,745,1806,722,3.8056,3,4.188365651,0.274201389,2.676481994,FALSE,TRUE,FALSE,FALSE,FALSE,171100
-122.35,37.91,4,2851,798,1285,712,4.2895,3,4.204424157,0.296695896,1.931109551,FALSE,FALSE,FALSE,TRUE,FALSE,186800
-117.98,33.72,28,3109,561,1891,562,5.2655,4,5.808629893,0.191270505,3.600302491,FALSE,TRUE,FALSE,FALSE,FALSE,243100
-122,37.08,17,4154,739,2149,693,5.5919,4,6.293939394,0.188574868,3.318080808,FALSE,FALSE,FALSE,FALSE,TRUE,373400
-116.14,34.22,32,3298,1228,763,360,1.875,2,9.619166667,0.39468769,2.267805556,TRUE,FALSE,FALSE,FALSE,FALSE,47800
-117.09,32.76,29,1650,496,882,445,2.2287,2,3.893258427,0.318642424,2.120764045,FALSE,FALSE,FALSE,FALSE,TRUE,140000
-121.38,38.59,38,1839,287,685,276,4.5313,4,6.996195652,0.165426862,2.655615942,TRUE,FALSE,FALSE,FALSE,FALSE,189400
-121.48,38.57,52,567,193,272,187,1.625,2,3.18368984,0.360811287,1.556363636,TRUE,FALSE,FALSE,FALSE,FALSE,187500
-119.67,34.42,37,1673,444,1477,446,2.0643,2,3.93867713,0.281315003,3.543475336,FALSE,TRUE,FALSE,FALSE,FALSE,246700
-118.1,33.84,35,1790,269,924,263,5.296,4,7.146387833,0.159296089,3.759239544,FALSE,TRUE,FALSE,FALSE,FALSE,226200
-121.37,38.68,34,1086,187,663,190,3.3074,3,6.001578947,0.18252302,3.733736842,TRUE,FALSE,FALSE,FALSE,FALSE,84200
-121.02,39.27,52,3720,707,1424,609,3.2,3,6.413793103,0.201456989,2.501937603,TRUE,FALSE,FALSE,FALSE,FALSE,155000
-122.35,37.96,32,1991,504,1139,423,2.0353,2,4.942198582,0.268327474,2.881158392,FALSE,FALSE,FALSE,TRUE,FALSE,113600
-117.85,33.81,26,4186,767,2447,777,4.9917,4,5.656756757,0.194223602,3.3697426,FALSE,TRUE,FALSE,FALSE,FALSE,248100
-122.1,37.66,36,1305,225,768,234,4.275,3,5.855769231,0.182758621,3.511794872,FALSE,FALSE,FALSE,TRUE,FALSE,185300
-119.77,37.19,8,5212,872,2383,857,4.1099,3,6.385764294,0.177344589,2.975274212,TRUE,FALSE,FALSE,FALSE,FALSE,113600
-122.15,37.41,29,473,103,359,87,7.0309,5,5.70862069,0.230824524,4.415287356,FALSE,FALSE,FALSE,TRUE,FALSE,475000
-122.02,37.35,22,3219,756,1479,667,4.1473,3,5.067391304,0.248946878,2.372608696,FALSE,TRUE,FALSE,FALSE,FALSE,354400
-119.69,36.83,7,2075,353,1040,362,3.9943,3,6.018646409,0.180327711,3.074033149,TRUE,FALSE,FALSE,FALSE,FALSE,100200
-118.31,34.03,46,2173,510,1343,476,2.025,2,4.793382353,0.248780488,3.018928571,FALSE,TRUE,FALSE,FALSE,FALSE,135500
-118.5,34.25,32,2333,389,969,331,4.8164,4,7.400755287,0.176742392,3.132416918,FALSE,TRUE,FALSE,FALSE,FALSE,241100
-118.03,34.1,32,2668,609,1512,541,2.9422,2,5.17818854,0.241956522,2.990462107,TRUE,FALSE,FALSE,FALSE,FALSE,233100
-122.33,37.89,42,1342,291,551,266,4.5268,4,5.297368421,0.229850969,2.216428571,FALSE,FALSE,FALSE,TRUE,FALSE,207400
